"Time","Event",""
"00:34:41.169","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27108)",""
"00:34:41.459","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59471)",""
"00:34:41.674","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27977)",""
"00:34:41.841","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27503)",""
"00:34:42.029","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58500)",""
"00:34:42.285","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28221)",""
"00:34:55.514","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29715)",""
"00:34:55.520","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30024)",""
"00:34:55.737","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28893)",""
"00:34:55.965","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29502)",""
"00:34:56.155","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61719)",""
"00:34:56.361","Blinkladen Arcane Missiles Training Dummy 1 28874",""
"00:34:56.535","Blinkladen Arcane Missiles Training Dummy 1 29154",""
"00:34:56.743","Blinkladen Arcane Missiles Training Dummy 1 28609",""
"00:35:10.078","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58155)",""
"00:35:10.187","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57326)",""
"00:35:10.309","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27343)",""
"00:35:10.573","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27785)",""
"00:35:10.750","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27451)",""
"00:35:10.973","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27320)",""
"00:35:11.215","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59549)",""
"00:35:11.417","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57906)",""
"00:35:31.931","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28351)",""
"00:35:31.935","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28501)",""
"00:35:32.168","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60362)",""
"00:35:32.319","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59250)",""
"00:35:32.524","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59991)",""
"00:35:32.733","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60424)",""
"00:35:32.881","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28934)",""
"00:35:33.083","Blinkladen Arcane Missiles Training Dummy 1 28269",""
"00:35:39.215","Blinkladen Arcane Missiles Training Dummy 1 *59827*",""
"00:35:39.220","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60369)",""
"00:35:39.424","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27471)",""
"00:35:39.688","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59845)",""
"00:35:39.794","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26756)",""
"00:35:40.016","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27327)",""
"00:35:40.181","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57884)",""
"00:35:40.382","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27066)",""
"00:35:53.737","Blinkladen Arcane Missiles Training Dummy 1 29548",""
"00:35:53.835","Blinkladen Arcane Missiles Training Dummy 1 29020",""
"00:35:54.085","Blinkladen Arcane Missiles Training Dummy 1 *61651*",""
"00:35:54.292","Blinkladen Arcane Missiles Training Dummy 1 28931",""
"00:35:54.500","Blinkladen Arcane Missiles Training Dummy 1 28717",""
"00:35:54.680","Blinkladen Arcane Missiles Training Dummy 1 29822",""
"00:35:54.902","Blinkladen Arcane Missiles Training Dummy 1 28920",""
"00:35:55.017","Blinkladen Arcane Missiles Training Dummy 1 29349",""
"00:36:30.166","Blinkladen Arcane Missiles Training Dummy 1 *61535*",""
"00:36:30.279","Blinkladen Arcane Missiles Training Dummy 1 *61241*",""
"00:36:30.410","Blinkladen Arcane Missiles Training Dummy 1 29145",""
"00:36:30.684","Blinkladen Arcane Missiles Training Dummy 1 *59848*",""
"00:36:30.902","Blinkladen Arcane Missiles Training Dummy 1 27434",""
"00:36:31.111","Blinkladen Arcane Missiles Training Dummy 1 27944",""
"00:36:31.256","Blinkladen Arcane Missiles Training Dummy 1 28267",""
"00:36:31.502","Blinkladen Arcane Missiles Training Dummy 1 *60747*",""
"00:36:37.465","Blinkladen Arcane Missiles Training Dummy 1 30078",""
"00:36:37.569","Blinkladen Arcane Missiles Training Dummy 1 29445",""
"00:36:37.695","Blinkladen Arcane Missiles Training Dummy 1 *64360*",""
"00:36:37.909","Blinkladen Arcane Missiles Training Dummy 1 29954",""
"00:36:38.128","Blinkladen Arcane Missiles Training Dummy 1 *62059*",""
"00:36:38.312","Blinkladen Arcane Missiles Training Dummy 1 30102",""
"00:36:38.514","Blinkladen Arcane Missiles Training Dummy 1 29794",""
"00:36:38.723","Blinkladen Arcane Missiles Training Dummy 1 29648",""
"00:37:06.516","Blinkladen Arcane Missiles Training Dummy 1 29197",""
"00:37:06.618","Blinkladen Arcane Missiles Training Dummy 1 30092",""
"00:37:06.840","Blinkladen Arcane Missiles Training Dummy 1 30142",""
"00:37:07.042","Blinkladen Arcane Missiles Training Dummy 1 28902",""
"00:37:07.243","Blinkladen Arcane Missiles Training Dummy 1 29383",""
"00:37:07.340","Blinkladen Arcane Missiles Training Dummy 1 30147",""
"00:37:07.562","Blinkladen Arcane Missiles Training Dummy 1 29757",""
"00:37:07.812","Blinkladen Arcane Missiles Training Dummy 1 28857",""
"00:37:28.402","Blinkladen Arcane Missiles Training Dummy 1 28847",""
"00:37:28.513","Blinkladen Arcane Missiles Training Dummy 1 30126",""
"00:37:28.715","Blinkladen Arcane Missiles Training Dummy 1 *63001*",""
"00:37:28.868","Blinkladen Arcane Missiles Training Dummy 1 29231",""
"00:37:29.069","Blinkladen Arcane Missiles Training Dummy 1 28629",""
"00:37:29.270","Blinkladen Arcane Missiles Training Dummy 1 28994",""
"00:37:29.471","Blinkladen Arcane Missiles Training Dummy 1 29511",""
"00:37:29.617","Blinkladen Arcane Missiles Training Dummy 1 28506",""
"00:37:35.635","Blinkladen Arcane Missiles Training Dummy 1 28999",""
"00:37:35.742","Blinkladen Arcane Missiles Training Dummy 1 28881",""
"00:37:36.003","Blinkladen Arcane Missiles Training Dummy 1 28898",""
"00:37:36.235","Blinkladen Arcane Missiles Training Dummy 1 28569",""
"00:37:36.350","Blinkladen Arcane Missiles Training Dummy 1 28900",""
"00:37:36.638","Blinkladen Arcane Missiles Training Dummy 1 29419",""
"00:37:36.846","Blinkladen Arcane Missiles Training Dummy 1 29587",""
"00:37:37.023","Blinkladen Arcane Missiles Training Dummy 1 *64258*",""
"00:38:04.749","Blinkladen Arcane Missiles Training Dummy 1 27925",""
"00:38:04.856","Blinkladen Arcane Missiles Training Dummy 1 *60946*",""
"00:38:05.075","Blinkladen Arcane Missiles Training Dummy 1 28571",""
"00:38:05.312","Blinkladen Arcane Missiles Training Dummy 1 29114",""
"00:38:05.502","Blinkladen Arcane Missiles Training Dummy 1 *61789*",""
"00:38:05.757","Blinkladen Arcane Missiles Training Dummy 1 *61463*",""
"00:38:05.905","Blinkladen Arcane Missiles Training Dummy 1 *63210*",""
"00:38:06.159","Blinkladen Arcane Missiles Training Dummy 1 29084",""
"00:38:19.291","Blinkladen Arcane Missiles Training Dummy 1 29246",""
"00:38:19.498","Blinkladen Arcane Missiles Training Dummy 1 *62509*",""
"00:38:19.630","Blinkladen Arcane Missiles Training Dummy 1 29041",""
"00:38:19.908","Blinkladen Arcane Missiles Training Dummy 1 28940",""
"00:38:20.028","Blinkladen Arcane Missiles Training Dummy 1 29018",""
"00:38:20.242","Blinkladen Arcane Missiles Training Dummy 1 *61004*",""
"00:38:20.506","Blinkladen Arcane Missiles Training Dummy 1 28964",""
"00:38:20.714","Blinkladen Arcane Missiles Training Dummy 1 *60237*",""
"00:38:26.680","Blinkladen Arcane Missiles Training Dummy 1 29063",""
"00:38:26.783","Blinkladen Arcane Missiles Training Dummy 1 28832",""
"00:38:26.985","Blinkladen Arcane Missiles Training Dummy 1 29080",""
"00:38:27.187","Blinkladen Arcane Missiles Training Dummy 1 29600",""
"00:38:27.391","Blinkladen Arcane Missiles Training Dummy 1 29968",""
"00:38:27.610","Blinkladen Arcane Missiles Training Dummy 1 30023",""
"00:38:27.756","Blinkladen Arcane Missiles Training Dummy 1 29969",""
"00:38:28.020","Blinkladen Arcane Missiles Training Dummy 1 *64136*",""
"00:38:55.791","Blinkladen Arcane Missiles Training Dummy 1 28787",""
"00:38:55.901","Blinkladen Arcane Missiles Training Dummy 1 *60999*",""
"00:38:56.034","Blinkladen Arcane Missiles Training Dummy 1 28463",""
"00:38:56.242","Blinkladen Arcane Missiles Training Dummy 1 29625",""
"00:38:56.437","Blinkladen Arcane Missiles Training Dummy 1 29278",""
"00:38:56.644","Blinkladen Arcane Missiles Training Dummy 1 *64310*",""
"00:38:56.838","Blinkladen Arcane Missiles Training Dummy 1 29911",""
"00:38:56.951","Blinkladen Arcane Missiles Training Dummy 1 29699",""
"00:39:10.284","Blinkladen Arcane Missiles Training Dummy 1 29151",""
"00:39:10.381","Blinkladen Arcane Missiles Training Dummy 1 *59796*",""
"00:39:10.672","Blinkladen Arcane Missiles Training Dummy 1 *58388*",""
"00:39:10.880","Blinkladen Arcane Missiles Training Dummy 1 27976",""
"00:39:11.033","Blinkladen Arcane Missiles Training Dummy 1 28127",""
"00:39:11.276","Blinkladen Arcane Missiles Training Dummy 1 *59350*",""
"00:39:11.485","Blinkladen Arcane Missiles Training Dummy 1 *60255*",""
"00:39:11.707","Blinkladen Arcane Missiles Training Dummy 1 *58141*",""
"00:39:24.845","Blinkladen Arcane Missiles Training Dummy 1 28160",""
"00:39:24.950","Blinkladen Arcane Missiles Training Dummy 1 *60116*",""
"00:39:25.234","Blinkladen Arcane Missiles Training Dummy 1 28404",""
"00:39:25.443","Blinkladen Arcane Missiles Training Dummy 1 28811",""
"00:39:25.658","Blinkladen Arcane Missiles Training Dummy 1 29619",""
"00:39:25.860","Blinkladen Arcane Missiles Training Dummy 1 *63289*",""
"00:39:26.027","Blinkladen Arcane Missiles Training Dummy 1 *63032*",""
"00:39:26.262","Blinkladen Arcane Missiles Training Dummy 1 28848",""
"00:39:53.971","Blinkladen Arcane Missiles Training Dummy 1 *58577*",""
"00:39:54.157","Blinkladen Arcane Missiles Training Dummy 1 *58827*",""
"00:39:54.366","Blinkladen Arcane Missiles Training Dummy 1 28191",""
"00:39:54.567","Blinkladen Arcane Missiles Training Dummy 1 *60239*",""
"00:39:54.769","Blinkladen Arcane Missiles Training Dummy 1 28026",""
"00:39:54.887","Blinkladen Arcane Missiles Training Dummy 1 29017",""
"00:39:55.171","Blinkladen Arcane Missiles Training Dummy 1 *59970*",""
"00:39:55.380","Blinkladen Arcane Missiles Training Dummy 1 28713",""
"00:40:08.533","Blinkladen Arcane Missiles Training Dummy 1 *64635*",""
"00:40:08.632","Blinkladen Arcane Missiles Training Dummy 1 29000",""
"00:40:08.915","Blinkladen Arcane Missiles Training Dummy 1 29622",""
"00:40:09.036","Blinkladen Arcane Missiles Training Dummy 1 *61481*",""
"00:40:09.255","Blinkladen Arcane Missiles Training Dummy 1 28368",""
"00:40:09.541","Blinkladen Arcane Missiles Training Dummy 1 *61449*",""
"00:40:09.741","Blinkladen Arcane Missiles Training Dummy 1 29060",""
"00:40:09.942","Blinkladen Arcane Missiles Training Dummy 1 27850",""
"00:40:37.741","Blinkladen Arcane Missiles Training Dummy 1 *62140*",""
"00:40:37.742","Blinkladen Arcane Missiles Training Dummy 1 29463",""
"00:40:37.984","Blinkladen Arcane Missiles Training Dummy 1 28920",""
"00:40:38.213","Blinkladen Arcane Missiles Training Dummy 1 28907",""
"00:40:38.374","Blinkladen Arcane Missiles Training Dummy 1 *63609*",""
"00:40:38.484","Blinkladen Arcane Missiles Training Dummy 1 29659",""
"00:40:38.783","Blinkladen Arcane Missiles Training Dummy 1 29702",""
"00:40:38.894","Blinkladen Arcane Missiles Training Dummy 1 *61505*",""
"00:40:52.310","Blinkladen Arcane Missiles Training Dummy 1 27469",""
"00:40:52.311","Blinkladen Arcane Missiles Training Dummy 1 27240",""
"00:40:52.554","Blinkladen Arcane Missiles Training Dummy 1 27531",""
"00:40:52.775","Blinkladen Arcane Missiles Training Dummy 1 *59800*",""
"00:40:52.889","Blinkladen Arcane Missiles Training Dummy 1 27712",""
"00:40:53.081","Blinkladen Arcane Missiles Training Dummy 1 26986",""
"00:40:53.338","Blinkladen Arcane Missiles Training Dummy 1 *59065*",""
"00:40:53.477","Blinkladen Arcane Missiles Training Dummy 1 27734",""
"00:41:21.358","Blinkladen Arcane Missiles Training Dummy 1 27324",""
"00:41:21.464","Blinkladen Arcane Missiles Training Dummy 1 *59128*",""
"00:41:21.693","Blinkladen Arcane Missiles Training Dummy 1 27613",""
"00:41:21.916","Blinkladen Arcane Missiles Training Dummy 1 *59864*",""
"00:41:22.157","Blinkladen Arcane Missiles Training Dummy 1 27034",""
"00:41:22.352","Blinkladen Arcane Missiles Training Dummy 1 27961",""
"00:41:22.560","Blinkladen Arcane Missiles Training Dummy 1 27435",""
"00:41:22.762","Blinkladen Arcane Missiles Training Dummy 1 27874",""
"00:41:43.186","Blinkladen Arcane Missiles Training Dummy 1 27451",""
"00:41:43.292","Blinkladen Arcane Missiles Training Dummy 1 *58426*",""
"00:41:43.511","Blinkladen Arcane Missiles Training Dummy 1 27395",""
"00:41:43.707","Blinkladen Arcane Missiles Training Dummy 1 27977",""
"00:41:43.948","Blinkladen Arcane Missiles Training Dummy 1 28078",""
"00:41:44.192","Blinkladen Arcane Missiles Training Dummy 1 *58585*",""
"00:41:44.368","Blinkladen Arcane Missiles Training Dummy 1 *60807*",""
"00:41:44.616","Blinkladen Arcane Missiles Training Dummy 1 28315",""
"00:41:50.559","Blinkladen Arcane Missiles Training Dummy 1 28445",""
"00:41:50.664","Blinkladen Arcane Missiles Training Dummy 1 28308",""
"00:41:50.873","Blinkladen Arcane Missiles Training Dummy 1 27558",""
"00:41:51.074","Blinkladen Arcane Missiles Training Dummy 1 *60910*",""
"00:41:51.257","Blinkladen Arcane Missiles Training Dummy 1 *58830*",""
"00:41:51.457","Blinkladen Arcane Missiles Training Dummy 1 28298",""
"00:41:51.612","Blinkladen Arcane Missiles Training Dummy 1 27755",""
"00:41:51.817","Blinkladen Arcane Missiles Training Dummy 1 27862",""
"00:42:05.034","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28117)",""
"00:42:05.138","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28474)",""
"00:42:05.368","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28607)",""
"00:42:05.612","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29104)",""
"00:42:05.838","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61159)",""
"00:42:06.032","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28922)",""
"00:42:06.171","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28981)",""
"00:42:06.393","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62126)",""
