"Time","Event",""
"00:43:54.587","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57509)",""
"00:43:54.769","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27760)",""
"00:43:54.963","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27257)",""
"00:43:55.122","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27384)",""
"00:43:55.365","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27578)",""
"00:43:55.477","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27610)",""
"00:44:23.379","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26927)",""
"00:44:23.490","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27657)",""
"00:44:23.774","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27048)",""
"00:44:23.892","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27266)",""
"00:44:24.129","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27630)",""
"00:44:24.400","Blinkladen Arcane Missiles Training Dummy 1 27786",""
"00:44:24.600","Blinkladen Arcane Missiles Training Dummy 1 *58275*",""
"00:44:24.712","Blinkladen Arcane Missiles Training Dummy 1 *59548*",""
"00:44:37.941","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61802)",""
"00:44:38.038","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30071)",""
"00:44:38.240","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29373)",""
"00:44:38.461","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61964)",""
"00:44:38.664","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29359)",""
"00:44:38.885","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63973)",""
"00:44:39.121","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28964)",""
"00:44:39.350","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28823)",""
"00:45:14.344","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27669)",""
"00:45:14.441","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26778)",""
"00:45:14.712","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28003)",""
"00:45:14.935","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28554)",""
"00:45:15.149","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58466)",""
"00:45:15.309","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28045)",""
"00:45:15.551","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27276)",""
"00:45:15.705","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29076)",""
"00:45:36.191","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28622)",""
"00:45:36.392","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28563)",""
"00:45:36.593","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28353)",""
"00:45:36.725","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28403)",""
"00:45:36.948","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28700)",""
"00:45:37.134","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28426)",""
"00:45:37.406","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60740)",""
"00:45:37.539","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61780)",""
"00:45:58.114","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29621)",""
"00:45:58.212","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63264)",""
"00:45:58.371","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29204)",""
"00:45:58.593","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29225)",""
"00:45:58.747","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30189)",""
"00:45:58.962","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29849)",""
"00:45:59.114","Blinkladen Arcane Missiles Training Dummy 1 28883",""
"00:45:59.335","Blinkladen Arcane Missiles Training Dummy 1 30219",""
"00:46:05.316","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27274)",""
"00:46:05.415","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58456)",""
"00:46:05.656","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28059)",""
"00:46:05.920","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61650)",""
"00:46:06.034","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28214)",""
"00:46:06.281","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28022)",""
"00:46:06.475","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27771)",""
"00:46:06.739","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28949)",""
"00:46:12.600","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27771)",""
"00:46:12.700","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58395)",""
"00:46:12.982","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57845)",""
"00:46:13.116","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28016)",""
"00:46:13.363","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59930)",""
"00:46:13.572","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26818)",""
"00:46:13.774","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58673)",""
"00:46:13.981","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27890)",""
"00:46:41.801","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59605)",""
"00:46:41.805","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28467)",""
"00:46:42.026","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27595)",""
"00:46:42.246","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27844)",""
"00:46:42.400","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61247)",""
"00:46:42.648","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27718)",""
"00:46:42.843","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58377)",""
"00:46:43.030","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59948)",""
"00:46:56.273","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29066)",""
"00:46:56.377","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27803)",""
"00:46:56.615","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29418)",""
"00:46:56.870","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28709)",""
"00:46:57.031","Blinkladen Arcane Missiles Training Dummy 1 *62873*",""
"00:46:57.294","Blinkladen Arcane Missiles Training Dummy 1 29578",""
"00:46:57.481","Blinkladen Arcane Missiles Training Dummy 1 28482",""
"00:46:57.614","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29624)",""
"00:47:18.121","Blinkladen Arcane Missiles Training Dummy 1 *61798*",""
"00:47:18.225","Blinkladen Arcane Missiles Training Dummy 1 *61817*",""
"00:47:18.426","Blinkladen Arcane Missiles Training Dummy 1 *64731*",""
"00:47:18.725","Blinkladen Arcane Missiles Training Dummy 1 *63036*",""
"00:47:18.834","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29348)",""
"00:47:19.127","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64183)",""
"00:47:19.343","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30274)",""
"00:47:19.544","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29364)",""
"00:47:47.293","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28535)",""
"00:47:47.398","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28640)",""
"00:47:47.615","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29129)",""
"00:47:47.835","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29607)",""
"00:47:48.043","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29364)",""
"00:47:48.266","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30063)",""
"00:47:48.467","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29140)",""
"00:47:48.669","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29238)",""
"00:47:54.533","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26902)",""
"00:47:54.627","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61176)",""
"00:47:54.832","Blinkladen Arcane Missiles Training Dummy 1 28209",""
"00:47:55.134","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28100)",""
"00:47:55.336","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28585)",""
"00:47:55.447","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27271)",""
"00:47:55.738","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59581)",""
"00:47:55.939","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28671)",""
"00:48:01.803","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59419)",""
"00:48:01.906","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60264)",""
"00:48:02.127","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59126)",""
"00:48:02.318","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28449)",""
"00:48:02.538","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27300)",""
"00:48:02.649","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59203)",""
"00:48:02.849","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59285)",""
"00:48:03.065","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58471)",""
"00:48:31.029","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61619)",""
"00:48:31.030","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28358)",""
"00:48:31.251","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28979)",""
"00:48:31.544","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61099)",""
"00:48:31.655","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28316)",""
"00:48:31.946","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28002)",""
"00:48:32.058","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28558)",""
"00:48:32.356","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59290)",""
"00:48:45.585","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28276)",""
"00:48:45.685","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61211)",""
"00:48:45.883","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27831)",""
"00:48:46.023","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61464)",""
"00:48:46.307","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29088)",""
"00:48:46.418","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27761)",""
"00:48:46.677","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62944)",""
"00:48:46.918","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29660)",""
"00:49:14.710","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59945)",""
"00:49:14.711","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60204)",""
"00:49:14.960","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27415)",""
"00:49:15.101","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27520)",""
"00:49:15.351","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28225)",""
"00:49:15.571","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27327)",""
"00:49:15.751","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28810)",""
"00:49:15.953","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27988)",""
"00:49:36.467","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28979)",""
"00:49:36.564","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29453)",""
"00:49:36.869","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63211)",""
"00:49:37.030","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28570)",""
"00:49:37.279","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28470)",""
"00:49:37.480","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29201)",""
"00:49:37.682","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29971)",""
"00:49:37.890","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29968)",""
"00:49:51.119","Blinkladen Arcane Missiles Training Dummy 1 *59902*",""
"00:49:51.120","Blinkladen Arcane Missiles Training Dummy 1 28505",""
"00:49:51.321","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27848)",""
"00:49:51.550","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28965)",""
"00:49:51.753","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27951)",""
"00:49:51.883","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61167)",""
"00:49:52.154","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59839)",""
"00:49:52.286","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28135)",""
"00:49:58.308","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61900)",""
"00:49:58.405","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64515)",""
"00:49:58.668","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28947)",""
"00:49:58.917","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64042)",""
"00:49:59.032","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29418)",""
"00:49:59.300","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63871)",""
"00:49:59.522","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64115)",""
"00:49:59.737","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28487)",""
"00:50:27.446","Blinkladen Arcane Missiles Training Dummy 1 *62680*",""
"00:50:27.551","Blinkladen Arcane Missiles Training Dummy 1 29411",""
"00:50:27.841","Blinkladen Arcane Missiles Training Dummy 1 *62215*",""
"00:50:28.030","Blinkladen Arcane Missiles Training Dummy 1 29115",""
"00:50:28.203","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29841)",""
"00:50:28.432","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29088)",""
"00:50:28.654","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28996)",""
"00:50:28.855","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29241)",""
"00:50:49.286","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29844)",""
"00:50:49.389","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30117)",""
"00:50:49.668","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62941)",""
"00:50:49.882","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28870)",""
"00:50:50.022","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29611)",""
"00:50:50.285","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28636)",""
"00:50:50.493","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63369)",""
"00:50:50.695","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60339)",""
"00:51:11.126","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28895)",""
"00:51:11.231","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60127)",""
"00:51:11.474","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61939)",""
"00:51:11.729","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28231)",""
"00:51:11.954","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27645)",""
"00:51:12.056","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59534)",""
"00:51:12.264","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27256)",""
"00:51:12.556","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59566)",""
"00:51:32.973","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27379)",""
"00:51:33.077","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27705)",""
"00:51:33.361","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59330)",""
"00:51:33.577","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27625)",""
"00:51:33.785","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58194)",""
"00:51:33.981","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27868)",""
"00:51:34.181","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28072)",""
"00:51:34.376","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28035)",""
"00:52:02.133","Blinkladen Arcane Missiles Training Dummy 1 *59644*",""
"00:52:02.232","Blinkladen Arcane Missiles Training Dummy 1 28219",""
"00:52:02.473","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27385)",""
"00:52:02.674","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58424)",""
"00:52:02.883","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28065)",""
"00:52:03.097","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58691)",""
"00:52:03.216","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59173)",""
"00:52:03.417","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27104)",""
"00:52:16.660","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28444)",""
"00:52:16.772","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29147)",""
"00:52:17.021","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61519)",""
"00:52:17.245","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28693)",""
"00:52:17.465","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62311)",""
"00:52:17.626","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63196)",""
"00:52:17.792","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62023)",""
"00:52:18.000","Blinkladen Arcane Missiles Training Dummy 1 29731",""
"00:52:31.216","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28261)",""
"00:52:31.316","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28579)",""
"00:52:31.535","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60864)",""
"00:52:31.819","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27861)",""
"00:52:32.020","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27910)",""
"00:52:32.230","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28443)",""
"00:52:32.431","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28211)",""
"00:52:32.544","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27736)",""
"00:52:38.570","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29627)",""
"00:52:38.680","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63109)",""
"00:52:38.835","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29884)",""
"00:52:39.083","Blinkladen Arcane Missiles Training Dummy 1 *62455*",""
"00:52:39.202","Blinkladen Arcane Missiles Training Dummy 1 29031",""
"00:52:39.501","Blinkladen Arcane Missiles Training Dummy 1 28926",""
"00:52:39.697","Blinkladen Arcane Missiles Training Dummy 1 29002",""
"00:52:39.827","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29517)",""
"00:52:45.787","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27937)",""
"00:52:45.888","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28544)",""
"00:52:46.111","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28894)",""
"00:52:46.335","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28382)",""
"00:52:46.563","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29105)",""
"00:52:46.724","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28280)",""
"00:52:46.926","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61085)",""
"00:52:47.127","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63366)",""
"00:52:53.112","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27385)",""
"00:52:53.222","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27142)",""
"00:52:53.446","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27768)",""
"00:52:53.666","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27779)",""
"00:52:53.840","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27626)",""
"00:52:54.069","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27141)",""
"00:52:54.222","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28016)",""
"00:52:54.473","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27420)",""
"00:53:00.417","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28500)",""
"00:53:00.527","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28368)",""
"00:53:00.729","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28267)",""
"00:53:00.937","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60243)",""
"00:53:01.138","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59950)",""
"00:53:01.310","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61989)",""
"00:53:01.563","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28826)",""
"00:53:01.667","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59885)",""
"00:53:22.215","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60135)",""
"00:53:22.319","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27721)",""
"00:53:22.576","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28388)",""
"00:53:22.785","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27473)",""
"00:53:22.985","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27988)",""
"00:53:23.110","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28013)",""
"00:53:23.396","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26979)",""
"00:53:23.513","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27370)",""
"00:53:51.306","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27832)",""
"00:53:51.410","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28769)",""
"00:53:51.611","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58786)",""
"00:53:51.902","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27507)",""
