"Time","Event",""
"00:03:45.103","Blinkladen Arcane Missiles Training Dummy 1 *65894*",""
"00:03:45.368","Blinkladen Arcane Missiles Training Dummy 1 29969",""
"00:03:45.590","Blinkladen Arcane Missiles Training Dummy 1 30056",""
"00:03:51.508","Blinkladen Arcane Missiles Training Dummy 1 28941",""
"00:03:51.604","Blinkladen Arcane Missiles Training Dummy 1 30142",""
"00:03:51.832","Blinkladen Arcane Missiles Training Dummy 1 29622",""
"00:03:51.944","Blinkladen Arcane Missiles Training Dummy 1 *64111*",""
"00:03:52.235","Blinkladen Arcane Missiles Training Dummy 1 *65540*",""
"00:03:52.384","Blinkladen Arcane Missiles Training Dummy 1 *65750*",""
"00:03:52.645","Blinkladen Arcane Missiles Training Dummy 1 *65888*",""
"00:03:52.784","Blinkladen Arcane Missiles Training Dummy 1 30401",""
"00:03:58.804","Blinkladen Arcane Missiles Training Dummy 1 28349",""
"00:03:58.909","Blinkladen Arcane Missiles Training Dummy 1 *61637*",""
"00:03:59.055","Blinkladen Arcane Missiles Training Dummy 1 28686",""
"00:03:59.311","Blinkladen Arcane Missiles Training Dummy 1 *62412*",""
"00:03:59.513","Blinkladen Arcane Missiles Training Dummy 1 28938",""
"00:03:59.665","Blinkladen Arcane Missiles Training Dummy 1 *61840*",""
"00:03:59.930","Blinkladen Arcane Missiles Training Dummy 1 29573",""
"00:04:00.048","Blinkladen Arcane Missiles Training Dummy 1 *62017*",""
"00:04:20.652","Blinkladen Arcane Missiles Training Dummy 1 28373",""
"00:04:20.653","Blinkladen Arcane Missiles Training Dummy 1 *61935*",""
"00:04:20.902","Blinkladen Arcane Missiles Training Dummy 1 29724",""
"00:04:21.058","Blinkladen Arcane Missiles Training Dummy 1 *62100*",""
"00:04:21.278","Blinkladen Arcane Missiles Training Dummy 1 29310",""
"00:04:21.499","Blinkladen Arcane Missiles Training Dummy 1 29017",""
"00:04:21.680","Blinkladen Arcane Missiles Training Dummy 1 29611",""
"00:04:21.791","Blinkladen Arcane Missiles Training Dummy 1 30035",""
"00:04:42.499","Blinkladen Arcane Missiles Training Dummy 1 29990",""
"00:04:42.597","Blinkladen Arcane Missiles Training Dummy 1 30408",""
"00:04:42.762","Blinkladen Arcane Missiles Training Dummy 1 30005",""
"00:04:42.943","Blinkladen Arcane Missiles Training Dummy 1 30370",""
"00:04:43.145","Blinkladen Arcane Missiles Training Dummy 1 30698",""
"00:04:43.305","Blinkladen Arcane Missiles Training Dummy 1 *66392*",""
"00:04:43.540","Blinkladen Arcane Missiles Training Dummy 1 *64341*",""
"00:04:43.741","Blinkladen Arcane Missiles Training Dummy 1 30295",""
"00:05:04.249","Blinkladen Arcane Missiles Training Dummy 1 *65148*",""
"00:05:04.345","Blinkladen Arcane Missiles Training Dummy 1 *67352*",""
"00:05:04.644","Blinkladen Arcane Missiles Training Dummy 1 30995",""
"00:05:04.769","Blinkladen Arcane Missiles Training Dummy 1 29589",""
"00:05:05.041","Blinkladen Arcane Missiles Training Dummy 1 *64963*",""
"00:05:05.255","Blinkladen Arcane Missiles Training Dummy 1 29629",""
"00:05:05.477","Blinkladen Arcane Missiles Training Dummy 1 30462",""
"00:05:05.672","Blinkladen Arcane Missiles Training Dummy 1 29800",""
"00:05:18.811","Blinkladen Arcane Missiles Training Dummy 1 *57524*",""
"00:05:18.909","Blinkladen Arcane Missiles Training Dummy 1 28066",""
"00:05:19.120","Blinkladen Arcane Missiles Training Dummy 1 26822",""
"00:05:19.409","Blinkladen Arcane Missiles Training Dummy 1 27666",""
"00:05:19.624","Blinkladen Arcane Missiles Training Dummy 1 27415",""
"00:05:19.826","Blinkladen Arcane Missiles Training Dummy 1 27208",""
"00:05:20.012","Blinkladen Arcane Missiles Training Dummy 1 27894",""
"00:05:20.227","Blinkladen Arcane Missiles Training Dummy 1 *60986*",""
"00:05:26.089","Blinkladen Arcane Missiles Training Dummy 1 28507",""
"00:05:26.290","Blinkladen Arcane Missiles Training Dummy 1 *61467*",""
"00:05:26.402","Blinkladen Arcane Missiles Training Dummy 1 28819",""
"00:05:26.669","Blinkladen Arcane Missiles Training Dummy 1 *61308*",""
"00:05:26.894","Blinkladen Arcane Missiles Training Dummy 1 28433",""
"00:05:27.054","Blinkladen Arcane Missiles Training Dummy 1 27259",""
"00:05:27.304","Blinkladen Arcane Missiles Training Dummy 1 *59304*",""
"00:05:27.498","Blinkladen Arcane Missiles Training Dummy 1 *58969*",""
"00:05:40.660","Blinkladen Arcane Missiles Training Dummy 1 *62140*",""
"00:05:40.763","Blinkladen Arcane Missiles Training Dummy 1 28012",""
"00:05:40.977","Blinkladen Arcane Missiles Training Dummy 1 28734",""
"00:05:41.255","Blinkladen Arcane Missiles Training Dummy 1 *60983*",""
"00:05:41.387","Blinkladen Arcane Missiles Training Dummy 1 *61413*",""
"00:05:41.672","Blinkladen Arcane Missiles Training Dummy 1 *62248*",""
"00:05:41.795","Blinkladen Arcane Missiles Training Dummy 1 29483",""
"00:05:42.054","Blinkladen Arcane Missiles Training Dummy 1 28928",""
"00:05:55.310","Blinkladen Arcane Missiles Training Dummy 1 28729",""
"00:05:55.311","Blinkladen Arcane Missiles Training Dummy 1 29477",""
"00:05:55.533","Blinkladen Arcane Missiles Training Dummy 1 *62202*",""
"00:05:55.824","Blinkladen Arcane Missiles Training Dummy 1 27841",""
"00:05:55.956","Blinkladen Arcane Missiles Training Dummy 1 28103",""
"00:05:56.213","Blinkladen Arcane Missiles Training Dummy 1 27878",""
"00:05:56.437","Blinkladen Arcane Missiles Training Dummy 1 29049",""
"00:05:56.623","Blinkladen Arcane Missiles Training Dummy 1 *59697*",""
"00:06:02.593","Blinkladen Arcane Missiles Training Dummy 1 *60979*",""
"00:06:02.594","Blinkladen Arcane Missiles Training Dummy 1 30047",""
"00:06:02.846","Blinkladen Arcane Missiles Training Dummy 1 *64765*",""
"00:06:03.054","Blinkladen Arcane Missiles Training Dummy 1 *64511*",""
"00:06:03.237","Blinkladen Arcane Missiles Training Dummy 1 29812",""
"00:06:03.457","Blinkladen Arcane Missiles Training Dummy 1 29593",""
"00:06:03.630","Blinkladen Arcane Missiles Training Dummy 1 28997",""
"00:06:03.907","Blinkladen Arcane Missiles Training Dummy 1 29465",""
"00:06:17.143","Blinkladen Arcane Missiles Training Dummy 1 28099",""
"00:06:17.242","Blinkladen Arcane Missiles Training Dummy 1 *58668*",""
"00:06:17.415","Blinkladen Arcane Missiles Training Dummy 1 27849",""
"00:06:17.643","Blinkladen Arcane Missiles Training Dummy 1 *61010*",""
"00:06:17.790","Blinkladen Arcane Missiles Training Dummy 1 27444",""
"00:06:17.977","Blinkladen Arcane Missiles Training Dummy 1 28060",""
"00:06:18.227","Blinkladen Arcane Missiles Training Dummy 1 26833",""
"00:06:18.464","Blinkladen Arcane Missiles Training Dummy 1 26947",""
"00:06:38.999","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26787)",""
"00:06:39.103","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26786)",""
"00:06:39.304","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27495)",""
"00:06:39.506","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60087)",""
"00:06:39.665","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59739)",""
"00:06:39.921","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61061)",""
"00:06:40.040","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28432)",""
"00:06:40.262","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61135)",""
"00:07:08.116","Blinkladen Arcane Missiles Training Dummy 1 27582",""
"00:07:08.118","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27726)",""
"00:07:08.359","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58744)",""
"00:07:08.561","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27294)",""
"00:07:08.741","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59647)",""
"00:07:08.963","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26767)",""
"00:07:09.137","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27997)",""
"00:07:09.346","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27700)",""
"00:07:15.379","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28812)",""
"00:07:15.484","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29166)",""
"00:07:15.700","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61851)",""
"00:07:15.901","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60940)",""
"00:07:16.056","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28778)",""
"00:07:16.262","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60830)",""
"00:07:16.483","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28810)",""
"00:07:16.726","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59445)",""
"00:07:37.165","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28201)",""
"00:07:37.345","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27839)",""
"00:07:37.484","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27837)",""
"00:07:37.761","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27950)",""
"00:07:37.865","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57531)",""
"00:07:38.081","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60021)",""
"00:07:38.345","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26871)",""
"00:07:38.587","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59969)",""
"00:07:44.485","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29381)",""
"00:07:44.609","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29860)",""
"00:07:44.831","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63260)",""
"00:07:45.012","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28516)",""
"00:07:45.229","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29516)",""
"00:07:45.380","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28973)",""
"00:07:45.650","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29137)",""
"00:07:45.866","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62368)",""
"00:07:59.094","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59217)",""
"00:07:59.095","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26788)",""
"00:07:59.379","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58890)",""
"00:07:59.602","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26897)",""
"00:07:59.803","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28347)",""
"00:07:59.962","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28255)",""
"00:08:00.212","Blinkladen Arcane Missiles Training Dummy 1 *60261*",""
"00:08:00.373","Blinkladen Arcane Missiles Training Dummy 1 *59520*",""
"00:08:06.380","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28375)",""
"00:08:06.476","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59994)",""
"00:08:06.595","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58665)",""
"00:08:06.879","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60827)",""
"00:08:07.041","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28424)",""
"00:08:07.296","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60926)",""
"00:08:07.497","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28280)",""
"00:08:07.706","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27052)",""
"00:08:20.949","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28827)",""
"00:08:20.949","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28764)",""
"00:08:21.143","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60530)",""
"00:08:21.387","Blinkladen Arcane Missiles Training Dummy 1 28900",""
"00:08:21.657","Blinkladen Arcane Missiles Training Dummy 1 *63678*",""
"00:08:21.790","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29252)",""
"00:08:22.066","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62737)",""
"00:08:22.192","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28556)",""
"00:08:35.418","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60729)",""
"00:08:35.527","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29617)",""
"00:08:35.720","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28834)",""
"00:08:35.927","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28422)",""
"00:08:36.212","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28874)",""
"00:08:36.345","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62286)",""
"00:08:36.595","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27779)",""
"00:08:36.823","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28461)",""
"00:08:42.775","Blinkladen Arcane Missiles Training Dummy 1 29271",""
"00:08:42.872","Blinkladen Arcane Missiles Training Dummy 1 29290",""
"00:08:43.074","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30149)",""
"00:08:43.296","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62664)",""
"00:08:43.492","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30147)",""
"00:08:43.698","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29616)",""
"00:08:43.851","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62232)",""
"00:08:44.052","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29493)",""
"00:08:50.052","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27388)",""
"00:08:50.157","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28377)",""
"00:08:50.365","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27993)",""
"00:08:50.492","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28058)",""
"00:08:50.712","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28919)",""
"00:08:50.968","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61137)",""
"00:08:51.184","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60354)",""
"00:08:51.385","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62165)",""
"00:08:57.337","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28231)",""
"00:08:57.435","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28378)",""
"00:08:57.609","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60418)",""
"00:08:57.851","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27773)",""
"00:08:58.052","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27235)",""
"00:08:58.254","Blinkladen Arcane Missiles Training Dummy 1 *59674*",""
"00:08:58.462","Blinkladen Arcane Missiles Training Dummy 1 *59236*",""
"00:08:58.609","Blinkladen Arcane Missiles Training Dummy 1 *59432*",""
"00:09:04.601","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64048)",""
"00:09:04.705","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28655)",""
"00:09:04.824","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29161)",""
"00:09:05.080","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29407)",""
"00:09:05.248","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29652)",""
"00:09:05.462","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28450)",""
"00:09:05.650","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28647)",""
"00:09:05.761","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59714)",""
"00:09:40.948","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62360)",""
"00:09:41.046","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27867)",""
"00:09:41.337","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28451)",""
"00:09:41.483","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29117)",""
