"Time","Event",""
"00:22:55.533","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29129)",""
"00:22:55.713","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29382)",""
"00:22:55.845","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29978)",""
"00:23:16.513","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62994)",""
"00:23:16.630","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29884)",""
"00:23:16.838","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62386)",""
"00:23:17.040","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28504)",""
"00:23:17.235","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28465)",""
"00:23:17.415","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63197)",""
"00:23:17.624","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29035)",""
"00:23:17.866","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28643)",""
"00:23:38.291","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28445)",""
"00:23:38.394","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61074)",""
"00:23:38.625","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27572)",""
"00:23:38.886","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28438)",""
"00:23:39.047","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60731)",""
"00:23:39.290","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59494)",""
"00:23:39.497","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28239)",""
"00:23:39.658","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57278)",""
"00:23:52.907","Blinkladen Arcane Missiles Training Dummy 1 28245",""
"00:23:53.019","Blinkladen Arcane Missiles Training Dummy 1 28319",""
"00:23:53.206","Blinkladen Arcane Missiles Training Dummy 1 28245",""
"00:23:53.428","Blinkladen Arcane Missiles Training Dummy 1 28490",""
"00:23:53.650","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29058)",""
"00:23:53.810","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28626)",""
"00:23:54.046","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61026)",""
"00:23:54.213","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29280)",""
"00:24:07.415","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28784)",""
"00:24:07.513","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28906)",""
"00:24:07.803","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60400)",""
"00:24:08.018","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28901)",""
"00:24:08.213","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60662)",""
"00:24:08.421","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27972)",""
"00:24:08.623","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29163)",""
"00:24:08.831","Blinkladen Arcane Missiles Training Dummy 1 27348",""
"00:24:29.248","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27398)",""
"00:24:29.346","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28482)",""
"00:24:29.643","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28099)",""
"00:24:29.852","Blinkladen Arcane Missiles Training Dummy 1 *60071*",""
"00:24:30.053","Blinkladen Arcane Missiles Training Dummy 1 26843",""
"00:24:30.268","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27171)",""
"00:24:30.456","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57863)",""
"00:24:30.671","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27888)",""
"00:24:43.886","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29669)",""
"00:24:43.888","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29050)",""
"00:24:44.151","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29540)",""
"00:24:44.290","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61315)",""
"00:24:44.512","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28698)",""
"00:24:44.741","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30007)",""
"00:24:44.927","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29973)",""
"00:24:45.032","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64320)",""
"00:24:51.157","Blinkladen Arcane Missiles Training Dummy 1 28044",""
"00:24:51.261","Blinkladen Arcane Missiles Training Dummy 1 26829",""
"00:24:51.388","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26846)",""
"00:24:51.616","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59530)",""
"00:24:51.811","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28206)",""
"00:24:52.026","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27822)",""
"00:24:52.192","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27431)",""
"00:24:52.400","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58445)",""
"00:25:05.740","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64004)",""
"00:25:05.742","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63092)",""
"00:25:06.053","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29005)",""
"00:25:06.261","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30088)",""
"00:25:06.457","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61794)",""
"00:25:06.664","Blinkladen Arcane Missiles Training Dummy 1 28594",""
"00:25:06.871","Blinkladen Arcane Missiles Training Dummy 1 28443",""
"00:25:07.018","Blinkladen Arcane Missiles Training Dummy 1 *62838*",""
"00:25:20.254","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27235)",""
"00:25:20.358","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27467)",""
"00:25:20.553","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27506)",""
"00:25:20.754","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59690)",""
"00:25:20.936","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59276)",""
"00:25:21.143","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27586)",""
"00:25:21.351","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26791)",""
"00:25:21.505","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59390)",""
"00:25:34.858","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64906)",""
"00:25:34.953","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64810)",""
"00:25:35.115","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29447)",""
"00:25:35.372","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62785)",""
"00:25:35.476","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30177)",""
"00:25:35.775","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29097)",""
"00:25:35.983","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29007)",""
"00:25:36.109","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64042)",""
"00:25:56.719","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63463)",""
"00:25:56.720","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63353)",""
"00:25:56.955","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29037)",""
"00:25:57.150","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28773)",""
"00:25:57.331","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28247)",""
"00:25:57.560","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28618)",""
"00:25:57.747","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28472)",""
"00:25:57.935","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28496)",""
"00:26:18.477","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28060)",""
"00:26:18.574","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58976)",""
"00:26:18.791","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59866)",""
"00:26:19.038","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28135)",""
"00:26:19.267","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28045)",""
"00:26:19.483","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28325)",""
"00:26:19.684","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26726)",""
"00:26:19.892","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27107)",""
"00:26:47.677","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28924)",""
"00:26:47.679","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60023)",""
"00:26:47.894","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27824)",""
"00:26:48.122","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28680)",""
"00:26:48.296","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61338)",""
"00:26:48.531","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62019)",""
"00:26:48.691","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58929)",""
"00:26:48.900","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60508)",""
"00:27:02.239","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27435)",""
"00:27:02.338","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60639)",""
"00:27:02.462","Blinkladen Arcane Missiles Training Dummy 1 28071",""
"00:27:02.750","Blinkladen Arcane Missiles Training Dummy 1 27891",""
"00:27:02.865","Blinkladen Arcane Missiles Training Dummy 1 *60284*",""
"00:27:03.156","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28351)",""
"00:27:03.276","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29000)",""
"00:27:03.566","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29001)",""
"00:27:09.524","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59842)",""
"00:27:09.524","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27893)",""
"00:27:09.753","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27943)",""
"00:27:10.039","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59171)",""
"00:27:10.172","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57980)",""
"00:27:10.434","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60093)",""
"00:27:10.642","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26845)",""
"00:27:10.857","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27947)",""
"00:27:31.358","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26907)",""
"00:27:31.469","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59772)",""
"00:27:31.622","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28125)",""
"00:27:31.859","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28301)",""
"00:27:32.087","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28341)",""
"00:27:32.301","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27530)",""
"00:27:32.489","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28213)",""
"00:27:32.704","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60168)",""
"00:27:53.198","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29113)",""
"00:27:53.309","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27860)",""
"00:27:53.523","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61405)",""
"00:27:53.711","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28518)",""
"00:27:53.871","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28592)",""
"00:27:54.080","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28801)",""
"00:27:54.337","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28472)",""
"00:27:54.538","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29427)",""
"00:28:00.419","Blinkladen Arcane Missiles Training Dummy 1 26932",""
"00:28:00.518","Blinkladen Arcane Missiles Training Dummy 1 27789",""
"00:28:00.734","Blinkladen Arcane Missiles Training Dummy 1 *58324*",""
"00:28:01.010","Blinkladen Arcane Missiles Training Dummy 1 27338",""
"00:28:01.148","Blinkladen Arcane Missiles Training Dummy 1 27639",""
"00:28:01.420","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27806)",""
"00:28:01.587","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26716)",""
"00:28:01.829","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59234)",""
"00:28:07.781","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59637)",""
"00:28:07.786","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59961)",""
"00:28:08.032","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28352)",""
"00:28:08.202","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61795)",""
"00:28:08.407","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28255)",""
"00:28:08.601","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28926)",""
"00:28:08.787","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27290)",""
"00:28:09.003","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27741)",""
"00:28:44.170","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28956)",""
"00:28:44.171","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61817)",""
"00:28:44.420","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61534)",""
"00:28:44.641","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29550)",""
"00:28:44.803","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63995)",""
"00:28:45.017","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62379)",""
"00:28:45.204","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29811)",""
"00:28:45.309","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62338)",""
"00:29:05.995","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62468)",""
"00:29:06.127","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29345)",""
"00:29:06.281","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61941)",""
"00:29:06.399","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30202)",""
"00:29:06.636","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61819)",""
"00:29:06.816","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29218)",""
"00:29:07.037","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28828)",""
"00:29:07.211","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29309)",""
"00:29:20.586","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 57781)",""
"00:29:20.588","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27749)",""
"00:29:20.838","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27269)",""
"00:29:21.051","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27168)",""
"00:29:21.226","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26882)",""
"00:29:21.447","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26735)",""
"00:29:21.628","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27882)",""
"00:29:21.745","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27314)",""
"00:29:27.857","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27891)",""
"00:29:27.861","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61952)",""
"00:29:28.107","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28062)",""
"00:29:28.302","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28501)",""
"00:29:28.483","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60822)",""
"00:29:28.662","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58829)",""
"00:29:28.891","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28010)",""
"00:29:28.997","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59025)",""
"00:29:42.420","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27868)",""
"00:29:42.524","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28607)",""
"00:29:42.683","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27892)",""
"00:29:42.837","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59759)",""
"00:29:43.086","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28520)",""
"00:29:43.238","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28519)",""
"00:29:43.474","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60762)",""
"00:29:43.651","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29085)",""
"00:30:04.286","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60849)",""
"00:30:04.287","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62614)",""
"00:30:04.585","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28826)",""
"00:30:04.724","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61759)",""
"00:30:05.002","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29700)",""
"00:30:05.107","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64822)",""
"00:30:05.391","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30013)",""
"00:30:05.531","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29906)",""
"00:30:18.835","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27775)",""
"00:30:18.835","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59666)",""
"00:30:19.113","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59221)",""
"00:30:19.314","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59036)",""
"00:30:19.551","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28556)",""
"00:30:19.703","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27853)",""
"00:30:19.969","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27191)",""
"00:30:20.099","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27263)",""
"00:30:33.316","Blinkladen Arcane Missiles Training Dummy 1 27981",""
"00:30:33.417","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62388)",""
"00:30:33.621","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62905)",""
"00:30:33.877","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29575)",""
"00:30:34.036","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29347)",""
"00:30:34.287","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29159)",""
"00:30:34.529","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29402)",""
"00:30:34.689","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29113)",""
"00:30:55.162","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29619)",""
"00:30:55.260","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29683)",""
"00:30:55.550","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29614)",""
"00:30:55.675","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62232)",""
"00:30:55.967","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64466)",""
"00:30:56.175","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28947)",""
"00:30:56.377","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29382)",""
"00:30:56.578","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30252)",""
"00:31:02.440","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27578)",""
"00:31:02.544","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59133)",""
"00:31:02.828","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29060)",""
"00:31:02.982","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28085)",""
