"Time","Event",""
"00:57:08.234","Blinkladen Arcane Missiles Training Dummy 1 *62121*",""
"00:57:08.449","Blinkladen Arcane Missiles Training Dummy 1 28628",""
"00:57:08.696","Blinkladen Arcane Missiles Training Dummy 1 *62421*",""
"00:57:08.921","Blinkladen Arcane Missiles Training Dummy 1 29375",""
"00:57:09.131","Blinkladen Arcane Missiles Training Dummy 1 *62296*",""
"00:57:09.317","Blinkladen Arcane Missiles Training Dummy 1 30090",""
"00:57:22.458","Blinkladen Arcane Missiles Training Dummy 1 28178",""
"00:57:22.564","Blinkladen Arcane Missiles Training Dummy 1 28465",""
"00:57:22.771","Blinkladen Arcane Missiles Training Dummy 1 27288",""
"00:57:22.992","Blinkladen Arcane Missiles Training Dummy 1 27645",""
"00:57:23.262","Blinkladen Arcane Missiles Training Dummy 1 28201",""
"00:57:23.471","Blinkladen Arcane Missiles Training Dummy 1 *60988*",""
"00:57:23.679","Blinkladen Arcane Missiles Training Dummy 1 27566",""
"00:57:23.784","Blinkladen Arcane Missiles Training Dummy 1 27175",""
"00:57:37.019","Blinkladen Arcane Missiles Training Dummy 1 *59958*",""
"00:57:37.124","Blinkladen Arcane Missiles Training Dummy 1 27775",""
"00:57:37.422","Blinkladen Arcane Missiles Training Dummy 1 28418",""
"00:57:37.616","Blinkladen Arcane Missiles Training Dummy 1 *61238*",""
"00:57:37.818","Blinkladen Arcane Missiles Training Dummy 1 *61806*",""
"00:57:37.936","Blinkladen Arcane Missiles Training Dummy 1 *60943*",""
"00:57:38.241","Blinkladen Arcane Missiles Training Dummy 1 *61617*",""
"00:57:38.442","Blinkladen Arcane Missiles Training Dummy 1 *62928*",""
"00:57:58.907","Blinkladen Arcane Missiles Training Dummy 1 29798",""
"00:57:59.016","Blinkladen Arcane Missiles Training Dummy 1 28934",""
"00:57:59.283","Blinkladen Arcane Missiles Training Dummy 1 29043",""
"00:57:59.470","Blinkladen Arcane Missiles Training Dummy 1 29223",""
"00:57:59.616","Blinkladen Arcane Missiles Training Dummy 1 30233",""
"00:57:59.838","Blinkladen Arcane Missiles Training Dummy 1 29835",""
"00:58:00.019","Blinkladen Arcane Missiles Training Dummy 1 29554",""
"00:58:00.289","Blinkladen Arcane Missiles Training Dummy 1 *64853*",""
"00:58:28.081","Blinkladen Arcane Missiles Training Dummy 1 *62810*",""
"00:58:28.192","Blinkladen Arcane Missiles Training Dummy 1 *61716*",""
"00:58:28.375","Blinkladen Arcane Missiles Training Dummy 1 29705",""
"00:58:28.595","Blinkladen Arcane Missiles Training Dummy 1 29544",""
"00:58:28.775","Blinkladen Arcane Missiles Training Dummy 1 29703",""
"00:58:29.005","Blinkladen Arcane Missiles Training Dummy 1 28844",""
"00:58:29.179","Blinkladen Arcane Missiles Training Dummy 1 29182",""
"00:58:29.389","Blinkladen Arcane Missiles Training Dummy 1 29096",""
"00:58:42.643","Blinkladen Arcane Missiles Training Dummy 1 27529",""
"00:58:42.645","Blinkladen Arcane Missiles Training Dummy 1 27988",""
"00:58:42.887","Blinkladen Arcane Missiles Training Dummy 1 27681",""
"00:58:43.027","Blinkladen Arcane Missiles Training Dummy 1 *61022*",""
"00:58:43.270","Blinkladen Arcane Missiles Training Dummy 1 *59864*",""
"00:58:43.490","Blinkladen Arcane Missiles Training Dummy 1 28550",""
"00:58:43.609","Blinkladen Arcane Missiles Training Dummy 1 27842",""
"00:58:43.824","Blinkladen Arcane Missiles Training Dummy 1 27149",""
"00:59:04.401","Blinkladen Arcane Missiles Training Dummy 1 26809",""
"00:59:04.512","Blinkladen Arcane Missiles Training Dummy 1 26779",""
"00:59:04.803","Blinkladen Arcane Missiles Training Dummy 1 27413",""
"00:59:04.997","Blinkladen Arcane Missiles Training Dummy 1 *58269*",""
"00:59:05.220","Blinkladen Arcane Missiles Training Dummy 1 *58258*",""
"00:59:05.407","Blinkladen Arcane Missiles Training Dummy 1 *57913*",""
"00:59:05.615","Blinkladen Arcane Missiles Training Dummy 1 27903",""
"00:59:05.816","Blinkladen Arcane Missiles Training Dummy 1 27235",""
"00:59:11.685","Blinkladen Arcane Missiles Training Dummy 1 *60492*",""
"00:59:11.783","Blinkladen Arcane Missiles Training Dummy 1 28516",""
"00:59:12.015","Blinkladen Arcane Missiles Training Dummy 1 29063",""
"00:59:12.275","Blinkladen Arcane Missiles Training Dummy 1 28118",""
"00:59:12.494","Blinkladen Arcane Missiles Training Dummy 1 28134",""
"00:59:12.608","Blinkladen Arcane Missiles Training Dummy 1 27304",""
"00:59:12.893","Blinkladen Arcane Missiles Training Dummy 1 27749",""
"00:59:13.013","Blinkladen Arcane Missiles Training Dummy 1 27231",""
"00:59:26.248","Blinkladen Arcane Missiles Training Dummy 1 28304",""
"00:59:26.448","Blinkladen Arcane Missiles Training Dummy 1 28466",""
"00:59:26.574","Blinkladen Arcane Missiles Training Dummy 1 28085",""
"00:59:26.845","Blinkladen Arcane Missiles Training Dummy 1 28567",""
"00:59:27.008","Blinkladen Arcane Missiles Training Dummy 1 *59546*",""
"00:59:27.269","Blinkladen Arcane Missiles Training Dummy 1 27759",""
"00:59:27.456","Blinkladen Arcane Missiles Training Dummy 1 29100",""
"00:59:27.677","Blinkladen Arcane Missiles Training Dummy 1 29232",""
"00:59:40.818","Blinkladen Arcane Missiles Training Dummy 1 *63388*",""
"00:59:40.933","Blinkladen Arcane Missiles Training Dummy 1 *62409*",""
"00:59:41.212","Blinkladen Arcane Missiles Training Dummy 1 *61245*",""
"00:59:41.324","Blinkladen Arcane Missiles Training Dummy 1 *63315*",""
"00:59:41.617","Blinkladen Arcane Missiles Training Dummy 1 28834",""
"00:59:41.727","Blinkladen Arcane Missiles Training Dummy 1 27977",""
"00:59:42.026","Blinkladen Arcane Missiles Training Dummy 1 28864",""
"00:59:42.240","Blinkladen Arcane Missiles Training Dummy 1 28296",""
"00:59:55.463","Blinkladen Arcane Missiles Training Dummy 1 28050",""
"00:59:55.562","Blinkladen Arcane Missiles Training Dummy 1 *58580*",""
"00:59:55.713","Blinkladen Arcane Missiles Training Dummy 1 27792",""
"00:59:55.886","Blinkladen Arcane Missiles Training Dummy 1 27877",""
"00:59:56.122","Blinkladen Arcane Missiles Training Dummy 1 *60366*",""
"00:59:56.288","Blinkladen Arcane Missiles Training Dummy 1 *61253*",""
"00:59:56.500","Blinkladen Arcane Missiles Training Dummy 1 *60820*",""
"00:59:56.705","Blinkladen Arcane Missiles Training Dummy 1 *61282*",""
"01:00:09.942","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29060)",""
"01:00:10.039","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61930)",""
"01:00:10.323","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29188)",""
"01:00:10.443","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29862)",""
"01:00:10.658","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28888)",""
"01:00:10.859","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29558)",""
"01:00:11.150","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29392)",""
"01:00:11.358","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29082)",""
"01:00:31.851","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61164)",""
"01:00:31.948","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60121)",""
"01:00:32.074","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29059)",""
"01:00:32.305","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59923)",""
"01:00:32.498","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28916)",""
"01:00:32.727","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27510)",""
"01:00:32.845","Blinkladen Arcane Missiles Training Dummy 1 27546",""
"01:00:33.087","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28075)",""
"01:00:39.114","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29261)",""
"01:00:39.234","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29146)",""
"01:00:39.393","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29147)",""
"01:00:39.573","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30236)",""
"01:00:39.769","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29829)",""
"01:00:39.955","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29924)",""
"01:00:40.172","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64241)",""
"01:00:40.365","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30006)",""
"01:00:53.629","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27213)",""
"01:00:53.726","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26893)",""
"01:00:54.018","Blinkladen Arcane Missiles Training Dummy 1 *57859*",""
"01:00:54.191","Blinkladen Arcane Missiles Training Dummy 1 27794",""
"01:00:54.440","Blinkladen Arcane Missiles Training Dummy 1 26887",""
"01:00:54.635","Blinkladen Arcane Missiles Training Dummy 1 26793",""
"01:00:54.775","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27120)",""
"01:00:55.003","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27248)",""
"01:01:08.210","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29463)",""
"01:01:08.316","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29498)",""
"01:01:08.539","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63657)",""
"01:01:08.788","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29623)",""
"01:01:08.997","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64386)",""
"01:01:09.198","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 30008)",""
"01:01:09.399","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28869)",""
"01:01:09.608","Blinkladen Arcane Missiles Training Dummy 1 30151",""
"01:01:30.101","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29290)",""
"01:01:30.212","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28891)",""
"01:01:30.413","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 64228)",""
"01:01:30.621","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29694)",""
"01:01:30.823","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29595)",""
"01:01:31.004","Blinkladen Arcane Missiles Training Dummy 1 *63385*",""
"01:01:31.246","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28457)",""
"01:01:31.449","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29219)",""
"01:01:51.880","Blinkladen Arcane Missiles Training Dummy 1 29094",""
"01:01:51.984","Blinkladen Arcane Missiles Training Dummy 1 28943",""
"01:01:52.185","Blinkladen Arcane Missiles Training Dummy 1 28941",""
"01:01:52.413","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28455)",""
"01:01:52.684","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27784)",""
"01:01:52.847","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27607)",""
"01:01:53.073","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27656)",""
"01:01:53.296","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28351)",""
"01:02:06.435","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27269)",""
"01:02:06.539","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60241)",""
"01:02:06.824","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61843)",""
"01:02:06.941","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27907)",""
"01:02:07.184","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28439)",""
"01:02:07.440","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27984)",""
"01:02:07.573","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28663)",""
"01:02:07.857","Blinkladen Arcane Missiles Training Dummy 1 28722",""
"01:02:13.774","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27065)",""
"01:02:13.879","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27615)",""
"01:02:14.080","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27323)",""
"01:02:14.322","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27200)",""
"01:02:14.526","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58478)",""
"01:02:14.630","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27304)",""
"01:02:14.920","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27961)",""
"01:02:15.121","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26811)",""
"01:02:28.322","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28876)",""
"01:02:28.454","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29642)",""
"01:02:28.567","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29022)",""
"01:02:28.797","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63360)",""
"01:02:28.990","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29933)",""
"01:02:29.212","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29903)",""
"01:02:29.398","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29061)",""
"01:02:29.545","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 63253)",""
"01:02:42.851","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 59298)",""
"01:02:42.956","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 61019)",""
"01:02:43.232","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 60947)",""
"01:02:43.365","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28034)",""
"01:02:43.579","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27243)",""
"01:02:43.774","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 58321)",""
"01:02:44.052","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 26705)",""
"01:02:44.177","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 27166)",""
"01:02:57.482","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28744)",""
"01:02:57.593","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28117)",""
"01:02:57.718","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28652)",""
"01:02:57.947","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 28621)",""
"01:02:58.211","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29666)",""
"01:02:58.358","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29322)",""
"01:02:58.586","Blinkladen Arcane Missiles Training Dummy 1 *1* (O: 62791)",""
"01:02:58.822","Blinkladen Arcane Missiles Training Dummy 1 1 (O: 29519)",""
